Dre,Curso,Nome,Gênero,Data de Nascimento,Altura,Peso,CRA,Créditos Obtidos,Renda
5108751809211251,engenharia de petróleo,Eugine,masculino,09/07/1999,1.61,49,0.02,2,2138.01
5108758718958484,engenharia de petróleo,Mitchell,feminino,01/12/1996,1.51,85,5.05,32,12629.13
5048371053304901,engenharia mecânica,Hadley,feminino,24/02/1998,1.68,101,4.94,16,27017.83
5048373323891030,engenharia civil,Glen,masculino,18/08/2001,1.74,93,4.6,21,23148.72
5108755585639643,engenharia civil,Lindsey,feminino,09/01/1997,1.64,83,8.59,20,40610.14
5108753027630148,engenharia de produção,Skylar,feminino,05/09/1997,1.96,53,8.31,27,31218.34
5048376691456757,engenharia de petróleo,Emmye,masculino,10/01/2001,1.94,116,5.33,30,40632.31
5108751306768472,engenharia de petróleo,Chelsae,feminino,04/06/2002,1.5,74,5.38,13,34144.26
5108750902953785,engenharia civil,Andonis,feminino,28/05/2000,1.87,99,3.78,15,25996.78
5048373495895876,engenharia naval,Emlynne,masculino,25/07/2002,1.6,75,1.21,1,38761.36
5048371241759958,engenharia de produção,Krysta,feminino,24/04/1996,1.78,79,8.5,29,7053.06
5048377967103362,engenharia mecânica,Lillis,feminino,04/06/1997,1.98,59,8.28,9,2948.53
5108752366124820,engenharia de produção,Lemmie,masculino,02/01/1998,1.62,69,0.6,14,21936.66
5108755507196557,engenharia de produção,Flinn,feminino,20/01/1996,1.66,45,3.85,20,41785.75
5108759101697689,engenharia naval,Dix,feminino,20/01/2002,2.01,70,0.82,15,15676.35
5108757230149093,engenharia naval,Donnamarie,masculino,18/05/2001,1.84,76,2.68,15,31178.33
5048377474439432,engenharia de petróleo,Zea,feminino,02/08/1999,1.64,81,7.71,27,37241.14
5048377136684425,engenharia de petróleo,Dallis,feminino,13/11/1997,1.95,95,6.61,7,13934.99
5108759282670646,engenharia de produção,Juliann,feminino,26/03/1999,2.08,48,2.14,18,32032.01
5048373542772623,engenharia de petróleo,Corabella,masculino,22/07/1997,1.73,63,4.15,4,1240.65
5108750851426841,engenharia naval,Lu,masculino,04/01/1995,2.09,74,2.47,16,19675.74
5108752349394722,engenharia mecânica,Lotta,feminino,08/10/1998,2.08,117,9.04,3,42549.15
5108755253890825,engenharia naval,Pembroke,masculino,28/12/2001,1.72,113,1.09,19,15899.75
5108750045526977,engenharia civil,Vasili,masculino,10/11/1998,1.8,49,4.52,20,41393.45
5108752445430073,engenharia de produção,Silvana,masculino,30/11/1997,1.71,66,7.54,3,5073.06
5048375247020778,engenharia mecânica,Laurianne,masculino,21/10/1998,1.79,59,6.98,27,43556.38
5048372355529559,engenharia naval,Damaris,feminino,28/03/2000,1.65,120,6.6,19,30949.53
5108758278645612,engenharia civil,Norris,feminino,09/03/1996,1.73,55,3.18,22,43491.88
5048376880108755,engenharia mecânica,Waldon,masculino,08/03/1997,1.66,100,5.56,32,8526.75
5108757537553641,engenharia naval,Fitzgerald,feminino,27/03/1998,1.68,113,6.32,22,4548.74
5048370555710219,engenharia civil,Massimo,masculino,11/04/1999,1.58,103,0.67,7,23453.14
5108754708993409,engenharia naval,Gwenny,masculino,07/09/1997,1.72,106,9.47,3,44986.73
5048371532676945,engenharia naval,Lona,masculino,28/03/1996,1.76,73,3.71,8,6940.77
5108755441237517,engenharia de produção,Delphine,feminino,30/10/1998,1.95,67,4.39,10,15656.1
5048378476970960,engenharia de petróleo,Feodor,masculino,15/10/1997,1.69,52,8.66,7,40633.96
5108755343087796,engenharia naval,Moria,masculino,07/06/1996,1.93,64,3.58,15,16142.56
5108753551136116,engenharia de produção,Adore,feminino,13/12/1998,1.93,63,3.92,12,23550.64
5048377489525332,engenharia mecânica,Ferrel,masculino,18/03/1996,2.03,107,6.51,21,25805.59
5108751883577866,engenharia naval,Gisele,masculino,26/07/1999,1.92,70,1.71,18,43905.36
5048371003597216,engenharia naval,Cristionna,masculino,03/08/1998,2.04,67,0.58,24,37135.18
5108754486954870,engenharia de petróleo,Stacee,feminino,13/09/2000,2.08,46,9.28,12,36314.76
5108759431078873,engenharia civil,Aretha,feminino,19/10/1997,1.65,61,8.02,9,34390.55
5048375693788282,engenharia naval,Abba,masculino,14/02/1998,2.09,115,4.94,30,21471.15
5048374226911271,engenharia mecânica,Dominic,masculino,31/01/1998,1.89,58,8.96,14,16390.72
5108752085340806,engenharia de produção,Peirce,feminino,31/03/2000,1.61,113,2.11,17,12939.63
5108752451908574,engenharia civil,Alexandrina,masculino,16/05/2002,1.7,56,3.21,12,16423.45
5048375921886049,engenharia civil,Emalia,masculino,04/02/2000,1.69,106,7.83,16,35584.57
5108750804253490,engenharia de produção,Myrilla,feminino,12/08/1995,1.56,52,4.66,6,3127.31
5108753855757831,engenharia de petróleo,Dave,masculino,31/05/1996,1.54,68,4.17,24,6400.48
5048376843153807,engenharia civil,Arnie,feminino,27/02/1998,1.72,106,5.6,30,3290.23
5108751878936770,engenharia naval,Tanny,masculino,15/07/2001,1.58,67,0.81,31,9054.7
5108754738894569,engenharia de produção,Evelyn,masculino,22/07/1998,1.53,71,2.46,2,41810.09
5048378817282992,engenharia de produção,Aluin,masculino,10/01/1999,1.55,59,5.7,13,28428.76
5048377935507660,engenharia naval,Ladonna,feminino,02/04/2002,2.01,57,6.33,1,8981.1
5048374735202642,engenharia de petróleo,Bobine,masculino,25/02/1998,2.01,74,6.32,29,23411.37
5108751260069461,engenharia naval,Sutton,feminino,13/08/2002,1.65,115,0.4,10,41373.07
5048377125796800,engenharia naval,Atlanta,feminino,31/10/1996,1.9,74,0.32,23,15961.91
5108750658831847,engenharia civil,Trace,masculino,02/07/1995,1.91,78,8.53,21,3497.96
5108755195130512,engenharia de petróleo,Abbe,masculino,28/03/2001,1.63,58,3.88,21,14217.59
5048378980214830,engenharia mecânica,Arv,masculino,01/11/1997,1.51,49,6.36,17,15548.44
5048373554073738,engenharia naval,Jarrad,masculino,08/04/1998,1.96,58,8.42,21,9215.25
5048377881072578,engenharia civil,Wolf,masculino,27/06/1999,1.95,69,2.23,24,2214.12
5108752747314629,engenharia mecânica,Germayne,masculino,03/02/1997,2.02,85,2.75,25,16741.3
5048374536786413,engenharia de petróleo,Laurice,masculino,26/03/2002,1.55,50,4.74,17,19185.53
5048370461657546,engenharia civil,Noble,feminino,12/05/1999,1.94,108,2.49,4,39735.58
5048376035625695,engenharia de produção,Garold,masculino,18/12/1997,1.74,47,8.5,0,16338.95
5048370530022466,engenharia de produção,Conan,masculino,30/08/1996,1.85,73,6.9,28,9747.56
5108752013708231,engenharia mecânica,Hedy,feminino,24/01/1996,1.56,51,4.2,23,20694.25
5048379790367693,engenharia de produção,Tucker,feminino,09/11/1996,1.82,57,9.03,20,41620.16
5048378405547707,engenharia civil,Willie,feminino,11/11/1999,1.85,61,4.68,26,3855.81
5048373067836613,engenharia civil,Lindie,feminino,23/09/2000,2.03,93,6.69,14,34363.41
5048373540632027,engenharia de produção,Nolan,feminino,21/06/1999,1.77,50,4.14,12,20411.9
5048370694804766,engenharia de produção,Cherry,feminino,06/04/1996,1.95,86,8.49,0,15234.27
5048374634883260,engenharia mecânica,Kelila,masculino,17/10/2001,2.1,99,5.06,25,7217.11
5108750905379848,engenharia de produção,Tiler,feminino,11/03/1995,1.89,116,3.29,12,8403.0
5048375621911634,engenharia civil,Giorgi,masculino,12/12/1998,1.58,93,3.67,12,1048.07
5108751233345246,engenharia de produção,Perrine,masculino,03/02/2002,1.81,56,4.99,3,4660.75
5108756073114784,engenharia naval,Gerhard,masculino,20/05/1995,1.81,100,8.41,29,19556.38
5108750157499823,engenharia naval,Don,feminino,07/11/2002,1.53,98,6.95,6,13468.2
5048379538818262,engenharia de petróleo,Eadie,feminino,22/11/1998,2.06,60,3.22,1,30793.51
5048375563677060,engenharia mecânica,Terrye,masculino,04/01/1996,1.86,100,6.61,11,5543.96
5108757005224253,engenharia civil,Tiena,masculino,15/09/1997,1.7,79,8.04,29,14476.9
5048373379566429,engenharia de petróleo,Skipper,feminino,27/07/2001,1.54,106,3.92,5,28656.57
5048376351990590,engenharia de petróleo,Vivianna,masculino,25/12/1997,1.9,47,3.63,6,24248.64
5048379243942746,engenharia de petróleo,Dannie,feminino,28/01/2002,2.05,100,9.21,0,43769.38
5108752635568765,engenharia de produção,Adrienne,masculino,29/05/1998,1.7,107,1.81,11,38964.61
5048370217625102,engenharia mecânica,Sabina,masculino,27/07/2001,1.83,45,6.71,12,35741.2
5108752151110372,engenharia civil,Ronda,masculino,16/07/1996,1.59,50,7.54,24,29298.46
5048371621294055,engenharia de petróleo,Griswold,masculino,21/06/1998,1.6,102,7.01,30,39851.16
5048373302618727,engenharia naval,Ramona,masculino,13/03/1997,2.05,91,8.98,12,9187.28
5048377147624816,engenharia de petróleo,Elinor,masculino,13/01/2001,1.63,98,3.33,32,13440.32
5048379646547308,engenharia de petróleo,Andromache,feminino,12/03/1998,1.8,48,0.94,5,25252.77
5108756238974791,engenharia de produção,Babbette,masculino,13/07/1999,2.0,78,0.25,32,42570.31
5048373069716037,engenharia de petróleo,Oralee,feminino,05/10/1998,1.88,113,6.03,8,44813.82
5048377790307339,engenharia naval,Davon,masculino,09/12/1999,1.53,69,7.84,22,37264.48
5108754197908702,engenharia civil,Maynard,masculino,19/09/2002,1.76,46,6.1,18,21181.5
5048374251512002,engenharia de petróleo,Rodolph,feminino,26/09/2000,1.55,92,7.49,8,35168.23
5048370335697751,engenharia mecânica,Had,feminino,07/08/1997,1.98,81,0.57,31,36449.56
5108757525372764,engenharia de produção,Xena,feminino,12/01/1998,1.89,108,1.53,21,30183.74
5108758064749164,engenharia naval,Wye,feminino,19/05/2000,1.85,58,2.64,10,29655.6
5108756591173304,engenharia naval,Ertha,masculino,06/09/2001,2.07,48,1.58,5,27009.59
5048376236096522,engenharia naval,Taddeo,feminino,23/09/1999,2.01,98,7.59,30,1653.51
5048376768669993,engenharia civil,Anita,masculino,14/12/1995,1.56,67,8.51,14,10749.56
5108751753928389,engenharia naval,Margaux,masculino,12/01/1997,1.88,75,5.8,14,16226.61
5048378129011881,engenharia naval,Laverne,masculino,16/12/1997,1.57,95,0.71,7,33689.06
5108758818134648,engenharia de produção,Ammamaria,masculino,09/07/2001,2.06,66,6.45,9,4300.62
5108752158620480,engenharia civil,Gustavus,feminino,29/02/2000,2.05,106,1.37,16,4483.7
5048376074555902,engenharia mecânica,Purcell,masculino,15/07/1999,1.92,107,1.1,14,3425.08
5108756179669376,engenharia de produção,Boycey,masculino,16/04/1995,2.07,62,0.13,31,25652.88
5108759958364813,engenharia de produção,Brietta,masculino,07/05/2002,1.54,86,1.9,5,43406.75
5048372922705682,engenharia de produção,Lynda,feminino,30/10/2001,1.81,66,0.46,30,25933.02
5108758936208431,engenharia de produção,Jamima,masculino,25/10/1995,1.64,102,7.54,11,15001.04
5048377365675359,engenharia de petróleo,Dorena,feminino,04/02/1995,1.8,79,6.86,16,7395.63
5048371764334254,engenharia mecânica,Merissa,feminino,03/01/2001,1.99,120,6.35,17,10566.58
5048373677861514,engenharia de petróleo,Sharlene,feminino,26/06/1999,2.07,105,9.82,19,34805.99
5048372531908826,engenharia naval,Brit,masculino,01/02/1998,1.95,68,6.11,3,15159.19
5048372216417226,engenharia mecânica,Mellie,feminino,23/01/2000,1.99,120,6.62,14,34821.8
5048376814911134,engenharia de petróleo,Valentino,feminino,20/07/1995,2.1,67,4.0,24,29213.9
5108759818218035,engenharia mecânica,Frederigo,feminino,11/04/1995,1.69,73,4.1,1,17048.21
5048376545828078,engenharia civil,Cary,masculino,25/02/1995,1.57,56,8.81,19,9471.62
5108758664724518,engenharia mecânica,Leone,masculino,03/08/2002,1.69,82,5.7,15,31564.48
5048370579052556,engenharia de produção,Pearce,masculino,24/10/1996,1.77,116,8.52,29,26067.07
5048379403936595,engenharia mecânica,Crichton,feminino,03/12/2000,1.66,46,3.95,32,36175.07
5108757325455975,engenharia mecânica,Lucien,masculino,24/03/1998,1.85,98,7.67,11,3423.92
5108753421519368,engenharia civil,Arnuad,feminino,26/01/1999,1.71,71,3.23,27,33336.34
5108753280508700,engenharia civil,Brittney,masculino,16/10/1996,1.87,80,0.04,14,21086.74
5048376814039464,engenharia de petróleo,Bambie,masculino,07/04/1997,1.95,73,1.31,31,42116.79
5108756201731426,engenharia naval,Kalli,feminino,25/06/1999,1.72,87,4.72,3,24459.3
5048377551300929,engenharia civil,Kirby,masculino,06/02/1995,1.56,89,1.5,1,29278.41
5108755199009803,engenharia de produção,Melinda,masculino,15/04/1996,1.78,62,6.95,3,26579.5
5048377227299778,engenharia naval,Norby,masculino,20/09/2001,1.93,71,8.13,6,5055.59
5048377126645584,engenharia de petróleo,Ashlan,feminino,09/07/1996,1.85,115,5.11,10,12609.33
5108755541841713,engenharia mecânica,Slade,feminino,28/05/1996,1.99,73,9.58,3,38433.43
5048373744443734,engenharia de petróleo,Isabel,feminino,01/09/2002,1.57,120,6.47,4,36331.44
5048370682342126,engenharia civil,Griffie,feminino,01/10/2002,1.54,104,4.62,11,32036.25
5048370878187020,engenharia de produção,Angie,masculino,22/12/1995,1.99,50,9.95,26,24747.98
5048378519233251,engenharia mecânica,Willdon,masculino,01/03/1997,2.01,88,3.75,17,37409.84
5048375720030799,engenharia mecânica,Amanda,masculino,08/01/2001,1.99,78,4.56,17,24271.86
5108752659005777,engenharia naval,Eartha,feminino,17/08/1995,1.59,47,6.02,18,23266.16
5108755523654381,engenharia mecânica,Zola,feminino,19/03/2000,1.76,64,9.13,22,1401.15
5108759509399136,engenharia de produção,Lenore,masculino,28/05/1997,2.0,83,1.51,29,12093.46
5108752431679477,engenharia civil,Cornell,feminino,30/12/1999,2.06,71,3.61,13,41327.28
5108755011463592,engenharia mecânica,Zolly,feminino,20/03/1999,1.9,61,8.75,18,6572.26
5108759560034846,engenharia mecânica,Tobey,masculino,12/10/2000,1.85,48,2.77,27,20463.42
5108755648964509,engenharia mecânica,Ada,masculino,27/01/1997,1.63,102,5.95,30,39336.98
5108756482514251,engenharia de petróleo,Alexio,masculino,09/03/2000,2.06,73,2.65,30,32501.23
5108750240511733,engenharia naval,Chip,masculino,02/10/1996,1.58,105,8.0,12,7303.33
5048371211673171,engenharia de produção,Felice,feminino,02/03/1997,2.07,114,6.42,16,36432.15
5108753562300164,engenharia de petróleo,Ruby,masculino,16/07/2000,1.84,87,4.95,22,21756.27
5048379802939877,engenharia civil,Shari,masculino,24/04/1999,1.88,88,9.34,10,6082.14
5108752894993928,engenharia de produção,Filia,feminino,02/06/1999,1.79,46,7.01,26,16694.69
5108754565087493,engenharia de petróleo,Page,feminino,30/12/1998,1.57,112,3.26,14,24237.45
5108758804772476,engenharia de petróleo,Tannie,feminino,10/07/1999,1.73,109,8.42,3,42759.97
5048370703389833,engenharia de produção,Roanna,feminino,16/03/1996,1.78,69,5.71,2,16556.02
5108750925531220,engenharia de petróleo,Ella,masculino,30/01/1998,1.76,95,1.34,14,35088.56
5048374892499650,engenharia mecânica,Helenelizabeth,feminino,02/07/1999,1.97,118,7.05,13,42278.45
5108753502376118,engenharia mecânica,Isadore,masculino,20/03/1995,1.59,108,1.21,30,33907.91
5108758068158735,engenharia de petróleo,Joachim,feminino,21/12/1996,1.88,69,4.89,6,24236.58
5048377846905417,engenharia civil,Dannie,masculino,01/06/1998,1.96,67,3.19,20,29951.44
5108750547300012,engenharia de produção,Halette,masculino,27/03/2001,1.7,48,3.79,2,1662.61
5108756772854219,engenharia de petróleo,Charmain,masculino,10/11/1998,1.67,108,0.54,2,32957.95
5048372017042165,engenharia de petróleo,Othilia,masculino,10/06/2001,1.69,88,5.09,17,20775.15
5108755385308209,engenharia de petróleo,Terra,masculino,04/06/1996,1.73,56,6.32,13,26682.62
5108758713943770,engenharia civil,Perceval,feminino,01/06/1997,1.69,64,0.59,10,7205.11
5048373661596142,engenharia naval,Celka,masculino,10/02/2000,1.82,94,3.24,11,40908.9
5108756987766299,engenharia naval,Juieta,feminino,06/11/1996,2.03,59,7.17,1,43759.3
5108755188440811,engenharia mecânica,Raquel,masculino,11/06/1998,1.62,58,3.38,22,4800.56
5108754736939580,engenharia de petróleo,Anne,masculino,03/06/2001,1.91,74,1.74,2,28517.12
5048373917848115,engenharia de petróleo,Matt,masculino,04/09/1998,1.53,71,9.05,27,37992.78
5048373318250200,engenharia civil,Valaree,masculino,25/01/1995,1.95,99,6.54,9,6716.2
5108750619989007,engenharia naval,Albrecht,masculino,08/10/2000,1.86,53,7.92,0,44427.62
5108751192085874,engenharia de produção,Drucy,feminino,02/09/1995,1.96,115,5.23,16,15065.42
5108751605347465,engenharia de petróleo,Humfrey,feminino,31/08/1998,1.56,47,4.97,5,15952.96
5108752223431582,engenharia civil,Aline,feminino,27/04/1999,1.55,102,1.09,9,30343.38
5048371820081378,engenharia civil,Moyna,feminino,04/07/2002,1.97,87,6.58,0,41120.79
5108750138109830,engenharia de petróleo,Philis,feminino,15/03/1996,1.84,54,6.92,3,1251.87
5108758807995546,engenharia de produção,Ali,feminino,10/05/1995,1.63,74,9.4,4,23213.38
5048372750795995,engenharia de produção,Dulcia,masculino,01/01/2000,1.71,81,5.84,32,28152.69
5048370576352132,engenharia de petróleo,Nona,feminino,22/04/2002,1.95,51,4.61,0,24656.03
5108756627412551,engenharia de petróleo,Fidelio,feminino,30/06/1996,1.6,63,5.33,0,4166.46
5108751154085854,engenharia de petróleo,Ethe,masculino,22/10/2000,2.08,95,3.8,31,20043.5
5048373836830798,engenharia de petróleo,Ki,masculino,27/06/1998,1.61,119,2.75,8,37408.61
5048373049847548,engenharia de petróleo,Bobbee,feminino,18/02/2002,1.55,70,1.48,2,8616.49
5048373136023433,engenharia naval,Harmony,masculino,08/02/1998,1.69,81,1.3,6,13865.91
5108754546384910,engenharia civil,Chevalier,masculino,05/08/2002,1.82,92,7.07,32,40239.49
5108755497858851,engenharia mecânica,Eric,feminino,07/09/1995,1.92,62,7.8,16,1629.84
5108754425193002,engenharia civil,Zitella,feminino,10/03/1998,1.67,107,5.91,3,38682.53
5048379871537693,engenharia mecânica,Robbie,masculino,28/11/1995,1.71,75,6.08,17,32697.7
5048372176405690,engenharia civil,Randy,feminino,19/12/2000,1.57,71,9.88,17,21641.0
5108755158515725,engenharia civil,Erik,feminino,15/11/1996,2.02,93,0.23,7,35749.06
5048374894884842,engenharia naval,Gretchen,feminino,19/11/1999,2.08,58,7.83,4,16650.55
5048378736146179,engenharia de petróleo,Codi,feminino,15/08/2001,1.79,49,2.17,4,17554.05
5108757154949080,engenharia mecânica,Ibby,masculino,16/12/1998,1.93,52,1.07,1,32802.56
5108752358914386,engenharia de petróleo,Britt,masculino,05/11/2001,1.79,84,0.08,28,23580.3
5048378987493189,engenharia naval,Valentijn,feminino,25/08/1997,1.94,80,1.41,0,16276.67
5048371996737811,engenharia mecânica,Muhammad,feminino,04/03/2002,1.87,86,0.83,26,42269.33
5048373117415509,engenharia de petróleo,Bernardine,feminino,24/11/1998,1.53,68,3.77,24,14960.42
5048375440730876,engenharia de produção,Erny,masculino,30/04/1998,1.6,119,4.0,8,15785.99
5108752147469627,engenharia mecânica,Leisha,feminino,03/04/1999,1.67,67,6.67,31,34458.25
5048378401748689,engenharia mecânica,Miranda,masculino,30/09/2002,1.92,56,7.95,29,22732.7
5048374859696652,engenharia naval,Nani,masculino,25/01/1997,1.62,118,1.4,13,7475.31
5048374502079827,engenharia naval,Moselle,masculino,04/09/1997,1.5,74,6.55,4,32024.87
5048376083242005,engenharia civil,Karlen,feminino,29/03/1995,1.55,49,0.75,1,18192.75
5108759248319684,engenharia mecânica,Shayla,masculino,17/11/1997,1.59,55,1.24,14,12540.11
5048378792235031,engenharia naval,Margy,masculino,08/05/1999,1.69,86,7.82,22,19256.78
5108757938489957,engenharia de produção,Sampson,feminino,13/09/1997,2.02,84,6.35,5,3515.15
5108758070761989,engenharia mecânica,Gideon,feminino,05/11/1999,1.63,62,1.08,23,34723.19
5048375701305095,engenharia mecânica,Carlin,masculino,30/09/2002,1.56,109,4.17,22,5640.29
5108758069139239,engenharia mecânica,Rutherford,feminino,05/03/1997,1.62,91,0.53,3,21803.92
5048375380026954,engenharia naval,Pearl,masculino,06/09/2001,1.68,85,1.97,7,43365.24
5108751647640281,engenharia mecânica,Vin,feminino,17/11/1997,1.84,107,8.27,32,34628.5
5048370290900893,engenharia de petróleo,Chanda,feminino,18/11/1995,2.02,77,2.81,29,10600.67
5108755226575040,engenharia de petróleo,Talyah,feminino,23/04/1995,1.69,76,1.65,27,6166.06
5048371621066305,engenharia mecânica,Karoly,feminino,26/12/1995,1.73,69,7.37,29,10148.85
5048375342389284,engenharia mecânica,Dina,masculino,11/09/1998,1.68,90,4.89,24,16783.07
5108752607571326,engenharia de produção,Augusta,masculino,30/10/1999,2.08,86,6.31,4,17621.64
5048374941313993,engenharia de produção,Margalit,feminino,04/02/1998,1.54,73,5.11,22,13067.59
5048377788134950,engenharia naval,Elsbeth,feminino,08/08/1996,1.93,100,6.33,6,37413.6
5108757043816888,engenharia mecânica,Mariejeanne,masculino,29/10/1997,2.06,117,1.68,12,27204.71
5108757520784211,engenharia civil,Stephi,masculino,15/04/1998,1.91,59,5.5,1,44385.56
5108752873580365,engenharia de petróleo,Evanne,masculino,18/11/2002,1.52,116,0.92,24,28523.96
5108759155105464,engenharia mecânica,Archibold,masculino,24/02/1999,1.93,48,1.36,1,43565.77
5048374654606088,engenharia naval,Maurise,masculino,10/05/1997,1.93,90,3.23,24,2678.85
5048373114470085,engenharia civil,Chris,masculino,04/04/2001,1.95,101,4.0,2,40314.58
5048376155909234,engenharia civil,Marilee,masculino,27/06/1999,1.88,66,7.99,2,41615.9
5108757517854753,engenharia de petróleo,Phillis,masculino,27/06/2002,1.74,57,2.16,0,9286.74
5048377788603475,engenharia mecânica,Jorie,feminino,05/12/2001,1.57,68,8.16,15,29206.79
5108759604318841,engenharia civil,Donia,masculino,12/09/1998,1.65,82,8.6,16,36673.11
5108751572936696,engenharia mecânica,Zelma,feminino,07/09/1998,2.01,114,6.48,1,30112.99
5108753959803200,engenharia mecânica,Angelique,masculino,21/06/2002,1.7,74,9.64,11,27891.93
5048377773662866,engenharia de petróleo,Allegra,feminino,20/09/2002,1.99,82,7.06,26,2730.97
5108755239101834,engenharia mecânica,Ortensia,feminino,16/11/1999,1.79,59,2.56,24,4144.89
5048373238309441,engenharia de produção,Clerissa,feminino,23/10/1996,1.63,110,2.4,16,24593.93
5048370173641267,engenharia naval,Jed,masculino,03/02/2000,1.91,84,2.41,28,18399.22
5048376827217925,engenharia mecânica,Nichol,feminino,10/06/2002,1.67,47,0.12,20,43398.15
5108754513995169,engenharia de produção,Harley,feminino,11/10/2002,1.67,74,2.58,3,16586.06
5108755841905424,engenharia mecânica,Aloisia,feminino,24/06/2000,1.97,101,8.15,19,8383.77
5108758463378458,engenharia naval,Dedie,masculino,29/03/1997,1.87,68,4.4,13,9658.03
5108750698596160,engenharia mecânica,Jehu,feminino,11/06/1996,1.86,106,4.22,7,32068.18
5108757551743128,engenharia civil,Anna-maria,feminino,11/09/2001,1.96,112,3.04,9,9703.56
5048370006269633,engenharia civil,Lambert,feminino,20/11/2002,1.72,109,8.92,31,3050.17
5108753244331496,engenharia naval,Bria,feminino,13/04/1996,1.69,80,7.96,20,16621.15
5108757707976564,engenharia de produção,Whitney,feminino,17/04/1996,1.53,73,7.41,7,29596.89
5108759346015291,engenharia de petróleo,Nona,masculino,24/03/2000,2.03,45,0.35,30,3598.22
5048375852795227,engenharia civil,Darcee,feminino,05/05/2000,1.88,101,8.32,21,35518.93
5048377861803463,engenharia de petróleo,Iona,masculino,29/03/1999,1.9,65,2.38,24,43800.06
5048376247393934,engenharia mecânica,Clovis,masculino,31/07/1998,1.93,51,8.12,27,26732.05
5108754228353530,engenharia civil,Daphne,feminino,29/10/2000,1.61,58,8.21,8,13858.04
5108757426756453,engenharia mecânica,Florence,masculino,01/04/2000,1.53,48,0.84,30,30983.26
5108754578633192,engenharia naval,Rochelle,feminino,22/05/2002,1.56,78,4.52,23,15901.71
5108753326852542,engenharia naval,Kristyn,masculino,11/09/1995,1.56,65,4.27,3,30844.64
5108750461138364,engenharia mecânica,Sallie,masculino,22/11/2001,1.68,58,9.61,31,34027.96
5048370317184869,engenharia civil,Elwood,masculino,11/09/2001,1.63,46,2.74,22,29453.68
5048372495912574,engenharia mecânica,Elsa,masculino,26/05/1999,1.64,91,8.94,20,33068.75
5048372368570186,engenharia de produção,Nathaniel,feminino,16/03/1995,2.06,45,6.94,27,38751.95
5108751390344289,engenharia civil,Leonhard,masculino,07/02/1996,1.8,66,4.28,12,951.81
5048374735847057,engenharia naval,Nissie,feminino,04/11/1998,1.95,80,4.37,10,13461.1
5048370819669599,engenharia mecânica,Menard,feminino,06/05/1999,1.6,47,1.91,28,16198.17
5048371274945797,engenharia de produção,Tonya,masculino,04/02/2000,1.75,75,5.77,15,33023.57
5108752961770225,engenharia de produção,Brigida,masculino,16/10/2002,1.58,110,5.93,9,18800.19
5048379564378389,engenharia civil,Huntlee,feminino,29/03/2002,2.06,49,2.39,6,43655.31
5108755056060949,engenharia naval,Bayard,feminino,25/08/2001,1.53,118,4.49,18,27315.78
5108755798522016,engenharia civil,Edmon,feminino,11/02/1998,1.73,99,0.86,21,12915.32
5048377026489877,engenharia mecânica,Blayne,masculino,27/04/2001,1.72,94,7.84,17,37027.86
5048373422683817,engenharia civil,Berti,feminino,24/09/1997,2.07,90,7.91,3,14386.72
5108755150707593,engenharia mecânica,Tildy,feminino,04/02/1997,1.68,105,9.58,17,33308.63
5048374270479852,engenharia naval,Rycca,feminino,01/01/1998,2.05,53,6.38,24,14474.24
5108755138495048,engenharia naval,Jamaal,feminino,26/01/1998,1.65,72,0.24,14,29878.96
5048374327569085,engenharia naval,Rubia,masculino,06/05/2000,1.52,63,8.11,16,39067.77
5108750914329685,engenharia naval,Joby,masculino,28/05/2002,1.9,111,8.44,2,6631.92
5108752923062026,engenharia civil,Weidar,feminino,26/01/2001,1.71,86,3.32,12,22739.3
5048373113129344,engenharia naval,Violante,masculino,11/04/1999,1.62,80,2.85,30,10089.12
5108755263876640,engenharia de produção,Elizabet,masculino,14/03/1996,1.83,85,1.73,10,36672.16
5108750004094835,engenharia mecânica,Laird,masculino,28/04/1997,1.57,63,2.92,31,25452.58
5048375609965875,engenharia de produção,Baryram,feminino,04/08/1998,2.04,120,7.25,0,32822.62
5108756397391324,engenharia naval,Mommy,masculino,18/01/2002,1.95,106,1.59,11,38463.29
5108758374254186,engenharia civil,Ariel,feminino,02/07/2002,1.55,49,5.42,1,31919.2
5108754861405357,engenharia de produção,Phillip,feminino,07/04/2002,1.99,77,6.34,21,41748.2
5048374158522484,engenharia de petróleo,Giustina,feminino,01/07/2000,1.65,95,9.72,30,18494.03
5108758107812193,engenharia civil,Homere,feminino,04/07/1995,1.78,83,0.07,6,34836.59
5108755895741279,engenharia naval,Eimile,feminino,17/08/1999,1.86,90,0.95,28,7781.63
5048373612432827,engenharia de produção,Constantine,feminino,15/09/1997,1.59,94,6.69,12,22542.59
5048374099385967,engenharia de produção,Brendan,masculino,03/11/1999,1.9,55,2.97,29,40340.59
5108758101291147,engenharia de petróleo,Marie-jeanne,masculino,31/10/1997,1.63,118,1.73,17,7382.16
5108754215574635,engenharia civil,Almira,feminino,30/09/1997,1.82,92,1.55,4,21253.0
5048375105378748,engenharia naval,Rolf,feminino,24/11/1998,2.09,81,7.98,18,43863.59
5108754806562718,engenharia de produção,Lek,feminino,03/04/1995,2.08,56,2.19,3,37971.94
5108753041786868,engenharia naval,Dasi,masculino,12/12/2000,1.94,76,7.86,0,8151.39
5048373763649971,engenharia de produção,Bertram,masculino,13/01/1995,1.91,92,7.9,15,15332.63
